Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Abu-Taieh E.M.; AlHadid I.; Masa’deh R.; Alkhawaldeh R.S.; Khwaldeh S.; Alrowwad A.,"Abu-Taieh, Evon M. (6504299265); AlHadid, Issam (57194420643); Masa’deh, Ra’ed (57190030299); Alkhawaldeh, Rami S. (56938990800); Khwaldeh, Sufian (57194407394); Alrowwad, Ala’aldin (57204148141)",6504299265; 57194420643; 57190030299; 56938990800; 57194407394; 57204148141,"Factors Affecting the Use of Social Networks and Its Effect on Anxiety and Depression among Parents and Their Children: Predictors Using ML, SEM and Extended TAM",2022,International Journal of Environmental Research and Public Health,19,21,13764,,,,11,10.3390/ijerph192113764,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141607385&doi=10.3390%2fijerph192113764&partnerID=40&md5=47ba2da705afce36ed6dc445b613d9d5,"Previous research has found support for depression and anxiety associated with social networks. However, little research has explored parents’ depression and anxiety constructs as mediators that may account for children’s depression and anxiety. The purpose of this paper is to test the influence of different factors on children’s depression and anxiety, extending from parents’ anxiety and depression in Jordan. The authors recruited 857 parents to complete relevant web survey measures with constructs and items and a model based on different research models TAM and extended with trust, analyzed using SEM, CFA with SPSS and AMOS, and ML methods, using the triangulation method to validate the results and help predict future applications. The authors found support for the structural model whereby behavioral intention to use social media influences the parent’s anxiety and depression which correlate to their offspring’s anxiety and depression. Behavioral intention to use social media can be enticed by enjoyment, trust, ease of use, usefulness, and social influences. This study is unique in exploring rumination in the context of the relationship between parent–child anxiety and depression due to the use of social networks. © 2022 by the authors.",anxiety; depression; social networks; TAM; UTAUT,Anxiety; Anxiety Disorders; Depression; Emotions; Humans; Social Networking; Jordan; health services; mental disorder; mental health; public health; social network; adult; anxiety; Article; conceptual framework; depression; female; human; internet addiction; Jordan; loneliness; machine learning; male; mental health; mobile phone addiction; neurosis; social interaction; social isolation; social media; social network; social support; structural equation modeling; structural model; triangulation; trust; anxiety disorder; depression; emotion; social network,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85141607385
Lo Moro G.; Scaioli G.; Martella M.; Pagani A.; Colli G.; Bert F.; Siliquini R.,"Lo Moro, Giuseppina (57211714788); Scaioli, Giacomo (56177472500); Martella, Manuela (57202004279); Pagani, Alessio (58824431900); Colli, Gianluca (58119035200); Bert, Fabrizio (36236698000); Siliquini, Roberta (6506006925)",57211714788; 56177472500; 57202004279; 58824431900; 58119035200; 36236698000; 6506006925,Exploring Cyberaggression and Mental Health Consequences among Adults: An Italian Nationwide Cross-Sectional Study,2023,International Journal of Environmental Research and Public Health,20,4,3224,,,,5,10.3390/ijerph20043224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148964347&doi=10.3390%2fijerph20043224&partnerID=40&md5=35fd4a0354a8530c1d8803e522901111,"Cyberaggression (CyA) embraces a broad spectrum of hostile behaviors through electronic means. This cross-sectional study aimed to evaluate features and outcomes of this phenomenon among Italian adults. A nationwide survey was distributed on social media platforms. Being victim and being perpetrator of CyA were the primary outcomes; positive scores for GAD-2 (generalized anxiety disorder) and PHQ-2 (depressive symptoms) scales were the secondary outcomes. In total, 446 surveys were collected. Considering the primary outcomes, 46.3% and 13.5% reported having been victims and perpetrators of CyA, respectively. Politics, ethnic minority, and sexual orientation were main subjects triggering CyA. A higher likelihood of being cyber-victims was observed for women and the LGBTQA+ group. Women were less likely to be CyA perpetrators. There was an association between being a CyA victim and a CyA perpetrator. A total of 22.4% and 34.0% respondents scored positive for PHQ-2 and GAD-2, respectively. The main mental health consequences after CyA exposure were anger and sadness, whereas sleep alterations and stomach ache were the most experienced psychosomatics symptoms. No significant relationships between PHQ-2/GAD-2 and CyA emerged. CyA also represents a crucial public health issue among Italian adults. Further investigations are needed to better define the phenomenon and to study the potential consequences on mental health. © 2023 by the authors.",adults; cyberaggression; cyberbullying; cyberviolence; mental health,Adult; Cross-Sectional Studies; Depression; Ethnicity; Female; Humans; Male; Mental Health; Minority Groups; Sexual Behavior; Italy; adult; aggression; gender; mental health; social media; violence; adult; aggression; alcohol abuse; anger; anxiety disorder; Article; awareness; clinical feature; clinical outcome; controlled study; cross-sectional study; cyber victim; cyberaggression; cybercrime; depression; ethnic group; exposure; family conflict; female; Generalized Anxiety Disorder-2; hate speech; high risk population; human; Italian (citizen); LGBTQIA+ people; loneliness; male; mental disease; mental health service; offender; Patient Health Questionnaire 2; politics; predictor variable; psychosomatic symptom; public health; risk; sadness; sex difference; sexual orientation; sleep disorder; social discrimination; social isolation; social media; speech; stalking; stomach pain; substance abuse; victim; ethnicity; mental health; minority group; sexual behavior,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85148964347
Zhao J.; Jia T.; Wang X.; Xiao Y.; Wu X.,"Zhao, Jin (57646429800); Jia, Ting (57647165000); Wang, Xiuming (57642741900); Xiao, Yiming (57644941200); Wu, Xingqu (58300414500)",57646429800; 57647165000; 57642741900; 57644941200; 58300414500,Risk Factors Associated With Social Media Addiction: An Exploratory Study,2022,Frontiers in Psychology,13,,837766,,,,29,10.3389/fpsyg.2022.837766,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128891810&doi=10.3389%2ffpsyg.2022.837766&partnerID=40&md5=95f00aed437787df670c608139ac4983,"The use of social media is becoming a necessary daily activity in today’s society. Excessive and compulsive use of social media may lead to social media addiction (SMA). The main aim of this study was to investigate whether demographic factors (including age and gender), impulsivity, self-esteem, emotions, and attentional bias were risk factors associated with SMA. The study was conducted in a non-clinical sample of college students (N = 520), ranging in age from 16 to 23 years, including 277 females (53%) and 243 males (47%). All participants completed a survey measuring impulsivity, self-esteem, anxiety, depression, social anxiety, loneliness, and attentional bias. The final hierarchical regression model indicated significant risk factors for SMA with an accuracy of 38%. The identified set of associated risk factors included female gender (β = −0.21, t = −4.88, p < 0.001), impulsivity (β = 0.34, t = 8.50, p < 0.001), self-esteem (β = −0.20, t = −4.38, p < 0.001), anxiety (β = 0.24, t = 4.43, p < 0.001), social anxiety (β = 0.25, t = 5.79, p < 0.001), and negative attentional biases (β = 0.31, t = 8.01, p < 0.001). Finally, a discussion of the results is presented, followed by corresponding recommendations for future studies. Copyright © 2022 Zhao, Jia, Wang, Xiao and Wu.",attentional bias; emotion; impulsivity; self-esteem; social media addiction,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85128891810
Jones R.; Reppa I.; Reed P.,"Jones, Richard (37099402600); Reppa, Irene (7801463563); Reed, Phil (7202010595)",37099402600; 7801463563; 7202010595,Self-esteem and Social Media Dependency: a Structural Equation Modelling Approach to Comparing Primary Welsh and Non-Welsh Speakers,2023,Trends in Psychology,31,4,,716,739,23,2,10.1007/s43076-022-00177-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128046693&doi=10.1007%2fs43076-022-00177-4&partnerID=40&md5=4047d6108251e86194039412131b79dd,"The current study examined the impact of using social media in English on associations between social media dependency and self-esteem, depression, social anxiety, and loneliness for Welsh speakers. A total of 836 pupils (317 Welsh speakers; 519 non-Welsh speakers), with a mean age of 13.44 (±.943), attending state-maintained Welsh/bilingual-medium secondary schools throughout Wales, completed scales on social media dependency, self-esteem, depression, social anxiety, and loneliness. A structural equation model approach found that whenever social media dependency was the predictor, its hypothesized associations with depression, loneliness, social anxiety, and self-esteem were stronger for Welsh speakers relative to non-Welsh speakers. The results suggest that a perceived or actual marginalization of a minority language within the social media domain might negatively impact minority language speakers’ self-esteem levels, which potentially impacts related psychological constructs. © 2022, The Author(s).",Self-esteem; Social media dependency; Welsh language,,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85128046693
Güveli R.; Balci E.; Bayraktar M.,"Güveli, Rifat (58103946000); Balci, Elçin (24070019800); Bayraktar, Muhammet (57216589222)",58103946000; 24070019800; 57216589222,"Nomophobia, loneliness and depressive symptom levels of adults living in a district of Türkiye",2024,Medicine (United States),103,31,,e38921,,,0,10.1097/MD.0000000000038921,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200407219&doi=10.1097%2fMD.0000000000038921&partnerID=40&md5=bdf1b1349594f7985a286f632d79e418,"This study was conducted to evaluate whether smart cell phones detach people from social life, make them lonely, cause depressive symptoms and whether there is a relationship between them. This is a cross-sectional study using face-to-face survey method. The sample was determined as 376 participants, with 95% confidence interval, 50% probability depending on the probability of having a smartphone or not. Participants in the sample were determined by systematic random sampling from adults aged 20 and over in Çiftlik district of Niğde province. The NMP-Q, DASS-42 and UCLA-LS were used. The median age of the 376 participants (192 male, 184 female) was 30 and the mean age was 32.0 (±10.94) years. Participants that had social media accounts were 68.9% of the population. Over 70% of the participants had mild, moderate or severe nomophobia. Nomophobia status of the participants was affected by the mean duration of the first-time smartphone use (P = .017), the mean daily smartphone usage time of the participants (P < .001), the mean number of smartphone users in the participants’ families (P = .003), the mean depression and stress scores of the participants (P < .001), having social media account (P = .001), and declaration of smart phone dependency (P = .005). Nomophobia status was not affected by participants’ gender, mean age, educational level, employment status, economic status and marital status (P > .05). The duration of daily smartphone use, the duration of first-time smartphone use, and having multiple smartphone users in family increased nomophobia. Also, having active social media accounts and self-reported smartphone addiction found correlated to nomophobia. Smartphone addiction increases depression, anxiety, and stress scores of the participants. Copyright © 2024 the Author(s)",depression; loneliness; mobile phone; nomophobia; technology addiction,"Adult; Cross-Sectional Studies; Depression; Female; Humans; Loneliness; Male; Middle Aged; Smartphone; Social Media; Surveys and Questionnaires; Young Adult; adult; Article; computer addiction; confidence interval; cross-sectional study; demographics; depression; Depression, Anxiety and Stress Scale; Depression, Anxiety and Stress Scale-42; economic status; employment status; female; human; loneliness; major clinical study; male; marriage; mobile phone addiction; probability; questionnaire; UCLA Loneliness Scale; epidemiology; middle aged; psychology; smartphone; social media; young adult",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85200407219
Mustafa H.; Halaweh M.,"Mustafa, Hassan (57211447438); Halaweh, Mohanad (25960639300)",57211447438; 25960639300,Social controller: Mobile-based application solution for social networking problems,2019,"Journal of Content, Community and Communication",10,5,,195,201,6,1,10.31620/JCCC.12.19/20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087023978&doi=10.31620%2fJCCC.12.19%2f20&partnerID=40&md5=d5a0928d322dae674e5f8c346628f6b4,"The excessive use of social networking applications (SNA) through smartphone devices has created many social problems. Long hours using SNA lead to isolation and loneliness, social anxiety, divorce, criminal activity, road accidents, violation of privacy, indirect interaction between family members and others, and health problems, including tension and depression. Societies throughout the world are facing these problems. Blocking SNA is obviously not the right solution. This paper presents a technical innovative solution that offers an acceptable remediation. The solution's business model, and features and capabilities which will ultimately have positive impacts on society, are demonstrated. © 2019.",Artificial intelligence; Fake information; Mobile application; Social controller; Social media; Social networking,,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85087023978
Juvonen J.; Schacter H.L.; Lessard L.M.,"Juvonen, Jaana (7004597731); Schacter, Hannah L. (56018702700); Lessard, Leah M. (57191156558)",7004597731; 56018702700; 57191156558,Connecting electronically with friends to cope with isolation during COVID-19 pandemic,2021,Journal of Social and Personal Relationships,38,6,,1782,1799,17,49,10.1177/0265407521998459,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102637539&doi=10.1177%2f0265407521998459&partnerID=40&md5=63767c14f232782c3910a61c3055e7ea,"Given that friends serve as one of the most important sources of emotional support during stress, the current study examines whether connecting electronically with friends can help alleviate loneliness and emotional distress during the social isolation mandates of the COVID-19 pandemic. Relying on a cross-sectional electronic survey conducted with a sample of 18–70-year-old adults (n = 295), information about the frequency of and satisfaction with electronic friend contact methods were obtained. Participants of all ages reported greater than typical reliance on, and satisfaction with, video calls during the imposed isolation, although they (especially the younger generations) used texting and connecting via social media the most. More frequent overall use of communication technologies was associated with greater anxiety but unrelated to loneliness and depression. In contrast, greater overall satisfaction with electronic contact with friends was associated with lower levels of loneliness, anxiety and depressive symptoms, as hypothesized. Satisfaction was most protective among those living alone. The findings highlight the potential psychological benefits of connecting electronically with close others and suggest that connecting with friends offers a way to cope with imposed isolation as long as individuals are satisfied with their exchanges. © The Author(s) 2021.",COVID-19; electronic communication; emotional distress; friendship; loneliness; social isolation,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85102637539
Muzi S.; Sansò A.; Pace C.S.,"Muzi, Stefania (57200041641); Sansò, Alessandra (57223338431); Pace, Cecilia Serena (57001057100)",57200041641; 57223338431; 57001057100,"What's Happened to Italian Adolescents During the COVID-19 Pandemic? A Preliminary Study on Symptoms, Problematic Social Media Usage, and Attachment: Relationships and Differences With Pre-pandemic Peers",2021,Frontiers in Psychiatry,12,,590543,,,,62,10.3389/fpsyt.2021.590543,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105669366&doi=10.3389%2ffpsyt.2021.590543&partnerID=40&md5=2025d750a2ce2680554e9f87b07c46ad,"Italian adolescents were confined at home for 3 months due to the COVID-19 pandemic, which exposed them to feelings of fear, uncertainty, and loneliness that may have increased their vulnerability to emotional-behavioral symptoms (e.g., anxiety) and binge-eating attitudes. Potential risk factors for these psychopathological symptoms are problematic social media usage and attachment insecurity. Therefore, this study aimed: (1) to assess emotional-behavioral symptoms, binge eating, problematic social media usage, and attachment representations of adolescents during the pandemic, comparing them with prepandemic similar samples; (2) to investigate relationships among variables, exploring the role of problematic social media usage and insecure attachment as risk factors for more psychopathological symptoms. Participants were 62 community adolescents aged 12–17 years, enrolled through schools, and assessed online through the following measures: Youth Self-Report for emotional-behavioral problems, Binge-Eating Scale for binge eating, Social Media Disorder Scale for problematic social media usage, and the Friends and Family Interview for attachment. The main results were: (1) 9.4% of adolescents showed clinical rates of emotional-behavioral symptoms and 4.8% of binge eating attitudes. The comparison with pre-pandemic samples revealed that pandemic teenagers showed lower internalizing, but higher other problems (e.g., binge drinking, self-destructive behaviors) and more problematic social media usage than pre-pandemic peers. No differences in binge-eating attitudes and attachment were revealed (76% secure classifications). (2) Problematic social media usage was related to more binge eating and emotional-behavioral problems, predicting 5.4% of both delinquent and attention problems. Attachment disorganization predicted 16.5% of internalizing problems, somatic complaints, and social and identity-related problems. In conclusion, confinement did not increase adolescents' internalizing symptoms -i.e., vulnerability to mood disorders of an anxious-depressive type- which even decreased. However, teenagers may have expressed their discomfort through other problems and symptoms of social media disorder. Further studies should explore the role of adolescents' problematic social media usage and attachment insecurity as risk factors for additional psychopathological symptoms. © Copyright © 2021 Muzi, Sansò and Pace.",adolescents; attachment representations; Binge-Eating disorder; COVID; emotional-behavioral symptoms; pandemic (COVID-19); risk assessment; social media disorder scale,adolescent; adolescent depression; anxiety disorder; Article; binge eating disorder; Binge Eating Scale; child; comparative study; coronavirus disease 2019; disease association; disorientation; e-learning; emotional attachment; emotional disorder; female; Friends and Family Interview score; human; internalizing disorder; longitudinal study; major clinical study; male; mood disorder; pandemic; pilot study; prediction; risk factor; scoring system; self destructive behavior; social media addiction; Social Media Disorder Scale; social problem; vulnerable population; Youth Self Report score,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85105669366
Boursier V.; Gioia F.; Musetti A.; Schimmenti A.,"Boursier, Valentina (57196281743); Gioia, Francesca (57202041960); Musetti, Alessandro (55337418500); Schimmenti, Adriano (36089370500)",57196281743; 57202041960; 55337418500; 36089370500,Facing Loneliness and Anxiety During the COVID-19 Isolation: The Role of Excessive Social Media Use in a Sample of Italian Adults,2020,Frontiers in Psychiatry,11,,586222,,,,183,10.3389/fpsyt.2020.586222,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098051934&doi=10.3389%2ffpsyt.2020.586222&partnerID=40&md5=5e4097138695195efaf8dbde1ef9ac87,"The outbreak of coronavirus disease 2019 (COVID-19) prompted people to face a distressing and unexpected situation. Uncertainty and social distancing changed people's behaviors, impacting on their feelings, daily habits, and social relationships, which are core elements in human well-being. In particular, restrictions due to the quarantine increased feelings of loneliness and anxiety. Within this context, the use of digital technologies has been recommended to relieve stress and anxiety and to decrease loneliness, even though the overall effects of social media consumption during pandemics still need to be carefully addressed. In this regard, social media use evidence risk and opportunities. In fact, according to a compensatory model of Internet-related activities, the online environment may be used to alleviate negative feelings caused by distressing life circumstances, despite potentially leading to negative outcomes. The present study examined whether individuals who were experiencing high levels of loneliness during the forced isolation for COVID-19 pandemic were more prone to feel anxious, and whether their sense of loneliness prompted excessive social media use. Moreover, the potentially mediating effect of excessive social media use in the relationship between perceived loneliness and anxiety was tested. A sample of 715 adults (71.5% women) aged between 18 and 72 years old took part in an online survey during the period of lockdown in Italy. The survey included self-report measures to assess perceived sense of loneliness, excessive use of social media, and anxiety. Participants reported that they spent more hours/day on social media during the pandemic than before the pandemic. We found evidence that perceived feelings of loneliness predicted both excessive social media use and anxiety, with excessive social media use also increasing anxiety levels. These findings suggest that isolation probably reinforced the individuals' sense of loneliness, strengthening the need to be part of virtual communities. However, the facilitated and prolonged access to social media during the COVID-19 pandemic risked to further increase anxiety, generating a vicious cycle that in some cases may require clinical attention. © Copyright © 2020 Boursier, Gioia, Musetti and Schimmenti.",anxiety; COVID-19; excessive social media use; isolation; loneliness,access to information; adult; aged; anxiety disorder; Anxiety Subscale of the Depression Anxiety Stress Scale 21 score; Article; Bergen Social Media Addiction Scale score; controlled study; coronavirus disease 2019; female; health survey; human; Italian Loneliness Scale score; Italy; loneliness; major clinical study; male; pandemic; patient participation; personal experience; prediction; scoring system; self report; social isolation; social media addiction,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85098051934
Lerrigo R.; Coffey J.T.R.; Kravitz J.L.; Jadhav P.; Nikfarjam A.; Shah N.H.; Jurafsky D.; Sinha S.R.,"Lerrigo, Robert (24481767000); Coffey, Johnny T.R. (57222716542); Kravitz, Joshua L. (59101633600); Jadhav, Priyanka (57218176890); Nikfarjam, Azadeh (36069663700); Shah, Nigam H. (7401823709); Jurafsky, Dan (6602872553); Sinha, Sidhartha R. (14833390000)",24481767000; 57222716542; 59101633600; 57218176890; 36069663700; 7401823709; 6602872553; 14833390000,The emotional toll of inflammatory bowel disease: Using machine learning to analyze online community forum discourse,2019,Crohn's and Colitis 360,1,2,,,,,8,10.1093/crocol/otz011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079143243&doi=10.1093%2fcrocol%2fotz011&partnerID=40&md5=72c7a794561e07f4aeb1d98863c33220,"Background: Patients with inflammatory bowel disease are using online community forums (OCFs) to seek emotional support. The impact of OCFs on well-being and their emotional content are unknown. Methods: We used an unsupervised machine learning algorithm to identify the thematic content of 51,591 public, online posts from the Crohn's & Colitis Foundation Community Forum. Results: We identified 10,702 (20.8%) posts expressing: gratitude (40%), anxiety/fear (20.8%), empathy (18.2%), anger/frustration (13.4%), hope (13.2%), happiness (10.0%), sadness/depression (5.8%), shame/guilt (2.5%), and/or loneliness (2.5%). A common subtheme was the importance of fostering social support. Conclusions: High-throughput, machine learning-directed analysis of OCFs may help identify psychosocial impacts of inflammatory bowel disease on patients and their caregivers. © 2019 Crohn's & Colitis Foundation. Published by Oxford University Press on behalf of Crohn's & Colitis Foundation.",Coping; Emotions; Inflammatory bowel disease; Latent Dirichlet allocation; Online community forums; Social media; Thematic analysis,adult; anger; Article; chronic disease; controlled study; depression; emotion; empathy; fear; female; frustration; gratitude; happiness; hope; human; inflammatory bowel disease; literature; loneliness; major clinical study; male; medical history; priority journal; sadness; shame; social support; thematic analysis; unsupervised machine learning,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85079143243
Fernandes B.; Biswas U.N.; Tan-Mansukhani R.; Vallejo A.; Essau C.A.,"Fernandes, Blossom (57208569004); Biswas, Urmi Nanda (6602373712); Tan-Mansukhani, Roseann (57204352057); Vallejo, Alma (57223327869); Essau, Cecilia A. (7004864931)",57208569004; 6602373712; 57204352057; 57223327869; 7004864931,The impact of COVID-19 lockdown on internet use and escapism in adolescents; [El impacto del confinamiento por el COVID-19 en el uso de internet y la evasión en los adolescentes],2020,Revista de Psicologia Clinica con Ninos y Adolescentes,7,3,,59,65,6,179,10.21134/rpcna.2020.mon.2056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102707641&doi=10.21134%2frpcna.2020.mon.2056&partnerID=40&md5=b67e59bac10d67e603a7c43d0d158606,"The COVID-19 pandemic has had a significant impact on everyday functioning, considerable measures being taken to reduce the spread of the virus. Schools and social avenues have been placed on prolonged lockdowns, with people continuing to maintain physical distance. Adolescents and young people have had to endure significant stress alongside dealing with developmental characteristics. Amidst all of this, studies report an increase in gaming addiction and internet use with detrimental impact on psychosocial well-being. The aim of the present study was to examine the impact of lockdown on internet use in adolescents, comparing their habits from before the pandemic. Furthermore, this research aimed to investigate the relationship between gaming addiction, internet use and COVID-19 worries. Adolescents from several countries (e.g., India, Malaysia, Mexico and the UK) completed online questionnaires, shared via social media and youth networks. These measures included questions on internet, social media, gaming, depression, loneliness, escapism and COVID-19. Results show that adolescents generally have increased their use of social media sites and streaming services. Further, those who scored highly on gaming addiction, compulsive internet use and social media use also reported high scores of depression, loneliness, escapism, poor sleep quality and anxiety related to the pandemic. Our findings indicate that, regardless of country of residence, the COVID-19 outbreak has had a significant effect on adolescent internet use and psychosocial well-being. The need to address pandemic related distress to reduce the effect of maladaptive coping strategies is highlighted. Copyright © 2020 RPCNA.",Adolescents; COVID-19; Depression; Gaming addiction; Internet use; Social media,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85102707641
Basu A.; Kim H.H.; Basaldua R.; Choi K.W.; Charron L.; Kelsall N.; Hernandez-Diaz S.; Wyszynski D.F.; Koenen K.C.,"Basu, Archana (15727421500); Kim, Hannah H. (57452728300); Basaldua, Rebecca (57221712067); Choi, Karmel W. (55924470700); Charron, Lily (57221714218); Kelsall, Nora (57218933372); Hernandez-Diaz, Sonia (56639580500); Wyszynski, Diego F. (59268930200); Koenen, Karestan C. (6603757100)",15727421500; 57452728300; 57221712067; 55924470700; 57221714218; 57218933372; 56639580500; 59268930200; 6603757100,A cross-national study of factors associated with women’s perinatal mental health and wellbeing during the COVID-19 pandemic,2021,PLoS ONE,16,04-Apr,e0249780,,,,172,10.1371/journal.pone.0249780,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104520829&doi=10.1371%2fjournal.pone.0249780&partnerID=40&md5=0d3004031d468e6f332abd250fd5529a,"Pregnant and postpartum women face unique challenges during the COVID-19 pandemic that may put them at elevated risk of mental health problems. However, few large-scale and no cross-national studies have been conducted to date that investigate modifiable pandemic-related behavioral or cognitive factors that may influence mental health in this vulnerable group. This international study sought to identify and measure the associations between pandemic-related information seeking, worries, and prevention behaviors on perinatal mental health during the COVID-19 pandemic. An anonymous, online, cross-sectional survey of pregnant and postpartum women was conducted in 64 countries between May 26, 2020 and June 13, 2020. The survey, available in twelve languages, was hosted on the Pregistry platform for COVID-19 studies (https://corona.pregistry.com) and advertised in social media channels and online parenting forums. Participants completed measures on demographics, COVID-19 exposure and worries, information seeking, COVID-19 prevention behaviors, and mental health symptoms including posttraumatic stress via the IES-6, anxiety/depression via the PHQ-4, and loneliness via the UCLA-3. Of the 6,894 participants, substantial proportions of women scored at or above the cut-offs for elevated posttraumatic stress (2,979 [43%]), anxiety/depression (2,138 [31%], and loneliness (3,691 [53%]). Information seeking from any source (e.g., social media, news, talking to others) five or more times per day was associated with more than twice the odds of elevated posttraumatic stress and anxiety/depression, in adjusted models. A majority of women (86%) reported being somewhat or very worried about COVID-19. The most commonly reported worries were related to pregnancy and delivery, including family being unable to visit after delivery (59%), the baby contracting COVID-19 (59%), lack of a support person during delivery (55%), and COVID-19 causing changes to the delivery plan (41%). Greater worries related to children (i.e., inadequate childcare, their infection risk) and missing medical appointments were associated with significantly higher odds of posttraumatic stress, anxiety/depression and loneliness. Engaging in hygiene-related COVID-19 prevention behaviors (face mask-wearing, washing hands, disinfecting surfaces) were not related to mental health symptoms or loneliness. Elevated posttraumatic stress, anxiety/depression, and loneliness are highly prevalent in pregnant and postpartum women across 64 countries during the COVID-19 pandemic. Excessive information seeking and worries related to children and medical care are associated with elevated symptoms, whereas engaging in hygiene-related preventive measures were not. In addition to screening and monitoring mental health symptoms, addressing excessive information seeking and women’s worries about access to medical care and their children’s well-being, and developing strategies to target loneliness (e.g., online support groups) should be part of intervention efforts for perinatal women. Public health campaigns and medical care systems need to explicitly address the impact of COVID-19 related stressors on mental health in perinatal women, as prevention of viral exposure itself does not mitigate the pandemic’s mental health impact. Copyright: © 2021 Basu et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,"Adult; Anxiety; COVID-19; Cross-Sectional Studies; Depression; Female; Humans; Loneliness; Mental Disorders; Mental Health; Middle Aged; Pandemics; Parturition; Perinatal Care; Postpartum Period; Pregnancy; SARS-CoV-2; Stress, Psychological; Surveys and Questionnaires; Women's Health; adult; anonymised data; anxiety; Article; coronavirus disease 2019; cross-sectional study; depression; disease association; disease transmission; female; health care access; human; Impact of Events Scale 6; infection prevention; infection risk; information seeking; loneliness; mental health; pandemic; Patient Health Questionnaire 4; patient worry; perinatal period; posttraumatic stress disorder; pregnant woman; prevalence; puerperium; social media; stress assessment; support group; UCLA Three Item Loneliness Scale; wellbeing; birth; depression; etiology; isolation and purification; mental disease; mental stress; middle aged; pandemic; perinatal care; pregnancy; psychology; questionnaire; women's health",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85104520829
